Customer Id,Emp Title,Emp Length,Home Ownership,Annual Inc,Annual Inc Joint,Verification Status,Zip Code,Addr State,Avg Cur Bal,Tot Cur Bal,Loan Id,Loan Status,Loan Amount,State,Funded Amount,Term,Int Rate,Grade,Issue Date,Pymnt Plan,Type,Purpose,Description
YidceDgwXHg5MVx4YjI7XHgxOTZceGNhXHgwNFx4MDJceGNmJVI3XHhiZFx4MWNIXHhiMFx4ZDFceDk5XHhlY1RtXHhkNXpceGU1blx4ZjIiXHhjMlx4ZWNceGZiXHhkMCc=,Sales,5 years,MORTGAGE,85000.0,,Not Verified,630xx,MO,3323.0,43195.0,120245,Current,12000.0,MO,12000.0, 36 months,0.1099,8,16 August 2016,False,INDIVIDUAL,debt_consolidation,Debt consolidation
YidceDdmQ1x4YzRceGZjXHg4NFx4YzdceGRlXHhhMEBceDBjUVx4MTV0KVx4MTVceDlmYzoiaC5ceDA0XHhiYVx4MTg9XHgxOD5ceGJlXHhlNlx4ODZceDBmXHhkZic=,,,OWN,32256.0,,Verified,604xx,IL,920.0,3681.0,18139,Current,4000.0,IL,4000.0, 36 months,0.1099,9,14 July 2014,False,INDIVIDUAL,debt_consolidation,Debt consolidation
YidceGM3XHhkN1x4ZDVjXHg4OGdceGQyXHg5ZVx0XHg4Nlx4OGNceGIyXHhjOFx4OTBcXCZceDE1XHhmZFx4ZDVzXHhlM1x4ZWJhOVx4MTJceGFldFx4YzZceGFjXFxceDFkXHhjZic=,It consultant ,2 years,MORTGAGE,145000.0,,Source Verified,628xx,IL,8064.0,129029.0,164060,Fully Paid,16000.0,IL,16000.0, 36 months,0.1049,10,17 January 2017,False,Individual,debt_consolidation,Debt consolidation
YicrXHhiODRceGZlLVx4YjZceGVjZFx4ZTJmXHhhNFx4OTBceGRkRFx4MDZceGVjYFx4OTNCYlx4YTA7XHgwN0tDXHhjMlx4ZGRceGFhXHg4ZVx4YzlceDA1PSc=,micron,10+ years,MORTGAGE,175000.0,,Verified,201xx,VA,33190.0,597427.0,219910,Fully Paid,24000.0,VA,24000.0, 60 months,0.1756,17,13 August 2013,False,INDIVIDUAL,credit_card,debt reduction
YicqXHg5NFx4MGNceGYxd2hceDEzXHhmY1x4MDZceGY2XHhmYlx4ZTZceGRkMVx4OTczXHhiNFx4MDEuXHg4NDRceDBlXHgwMlx4YzV7XHhiZlx4MDRceGE2Rlx4MTRceDFkYyc=,Fullcase pick,10+ years,RENT,43000.0,,Source Verified,958xx,CA,2432.0,29178.0,60726,Fully Paid,7800.0,CA,7800.0, 36 months,,16,18 July 2018,False,Individual,debt_consolidation,Debt consolidation
YiJceGFjXHg4N1x4MDBceDgzXHg5YVx4YTRiJ1x4YjZceGM0XHgxNT5ceGNhXHhmM1x4ODVceGI4blx4ODBceDA3M1x4ZjQlXHhlY3FceDAwXHgwOFx4ZjUnV1x4OTRiMyI=,LPN,3 years,MORTGAGE,46000.0,94000.0,Source Verified,166xx,PA,7376.0,154895.0,59696,Charged Off,7500.0,PA,7500.0, 36 months,0.1399,13,17 March 2017,False,Joint App,medical,Medical expenses
YidhI1x4ZDNceGIyXHhjYUprXHhkZFx4OGFceGJiXHgxMFx4MTNceGE5XHhiNVx4ZDZceGNjXHg5NzB7Rm1ceGMzd1x4YTdceDA1XHhhOVx4YTlsXHhjNlx4OTNceGY0RCc=,Digital Audience Specialist II,10+ years,RENT,49000.0,,Source Verified,454xx,OH,4601.0,32208.0,136775,Current,13675.0,OH,13675.0, 60 months,0.1602,12,17 September 2017,False,Individual,debt_consolidation,Debt consolidation
YidceDhmWlx4MTlBXHhlMFx4MTRceDBiXHg4YXRceGVkXHhiY1lMU0Z4bVx4YjNceDk0Q1x4ODBceDE1XHg5NVx4YjRceGZlLiVceGQwLm8vXHhhYyc=,Sr. Computer Specialist,10+ years,MORTGAGE,126062.0,,Source Verified,221xx,VA,26727.0,561274.0,250032,Current,32000.0,VA,32000.0, 60 months,0.1505,15,18 January 2018,False,Individual,debt_consolidation,Debt consolidation
YidceGE1XHg5M1x4YTRceGVkO1x4ODFrNVx4YWNyJlx4YmI6XHg4MXhceDA4R1x4MTRceDExOSJceDgwXHhjNkhGXHhhN1x4ZjdceGUxXHhhYlx4ZTFceDllXHhlNyc=,Food Srervice Director,7 years,MORTGAGE,52000.0,,Verified,070xx,NJ,8158.0,57106.0,183862,Current,19000.0,NJ,19000.0, 36 months,0.1899,20,16 October 2016,False,INDIVIDUAL,debt_consolidation,Debt consolidation
YidceDlmXHhiNVx4YjlceGIxTn1GYVx4MTJceDkyXHhiY10vXHgwN1x4ODNRXHg5Ylx4OTg3XHhkZlx4YTYkXHhlY1x4YTlceGQ5XHhiMXJceGRlXHgwOC9ceDg2XHhhNic=,Technical support,8 years,RENT,40000.0,,Source Verified,645xx,MO,1160.0,18567.0,51011,Fully Paid,6700.0,MO,6700.0, 36 months,0.1629,16,14 May 2014,False,INDIVIDUAL,debt_consolidation,Debt consolidation
YidGXHhmMFx4ZTdVXHhkMVx4ZjZceDlhXHhjZT1ceGMyXHhjMlx4MTdceDA4XHhhY1x4ZWE2VnZceDg2anhbIVVceDE3WFx4ZjUtMTdITCc=,Senior Branch Office Administrator,4 years,MORTGAGE,60000.0,210000.0,Not Verified,668xx,KS,6544.0,117794.0,63,Fully Paid,1000.0,KS,1000.0, 36 months,0.0667,1,18 October 2018,False,Joint App,other,Other
YicxXHg4MFx4ZDlceGFkXHgxOVx4ODdceGJkRipVUVx4ZDVceDk0XHg5MFx4OTY8K1x4OTlceDEwXHhjN1x4ODBceDE5XHhjMVx4YWZdQlx4ZDFDeFx4OTBdXHhiYic=,EHS Manager,2 years,RENT,100000.0,,Not Verified,657xx,MO,2216.0,42104.0,177226,Current,18000.0,MO,18000.0, 36 months,0.0819,4,19 May 2019,False,Individual,debt_consolidation,Debt consolidation
YiInXHgwMmxceGEze09ceDE5XHhlYlx4ODZnXHgxZVx4ZmJceDhmXHhiNlx4OTVceGJmXHhlZlx4OTE0XHhlN1x4MWNceDE1XHhjZlx4Y2JceGIwX1x4Y2NceGM5Vlx4YzF8RSI=,ESL instructor ,2 years,RENT,40000.0,,Source Verified,535xx,WI,3513.0,45668.0,39507,Current,6000.0,WI,6000.0, 36 months,0.0667,3,18 September 2018,False,Individual,credit_card,Credit card refinancing
YiJceDg3N2Y8XHg4NmFceGQ0XHhkNVx4ZWIrXHhhYVx4OWQnXFxvXHhiM1x4ZGZceGJlXHgwYyRceGFiXHhhNHJceDE1QVx4ZDFceGJkXHhhMVx4ZDMoXHhhY14i,Superintendent,< 1 year,RENT,85000.0,,Source Verified,646xx,MO,6539.0,65386.0,176963,Fully Paid,18000.0,MO,18000.0, 36 months,0.0769,4,14 October 2014,False,INDIVIDUAL,credit_card,Credit card refinancing
YidceDAxXHgxZCNceGQ5elx4ZTdceGQwXHhjYilgYVx4YWJceGRjXHhlYTFceDhlTzl+XHgxZSBxXHhjN01ceDkwelx4MWJceGFlblx4MGJceGE3XHhmOCc=,Nurse practitioner,2 years,MORTGAGE,105579.23,,Source Verified,728xx,AR,12775.0,255507.0,228251,Fully Paid,25000.0,AR,25000.0, 60 months,0.1502,11,18 October 2018,False,Individual,debt_consolidation,Debt consolidation
Yid2XHhkZlxuXHhhMVZceGJkXHhiYn5QN1x4YTlceGE3XHhlMFx4ODFceGEwdXooXHg5MFx4MDVceGEwXHgxMFx4YjQ4XHgxZFx4ODRceGNjXHhkZF1MXHgwMVx4YWQn,Director of Nutritional Services,10+ years,RENT,53248.0,,Source Verified,234xx,VA,1204.0,24081.0,232684,Fully Paid,26600.0,VA,26600.0, 60 months,0.2677,31,15 September 2015,False,Individual,debt_consolidation,Debt consolidation
Yid3XHhhZFx4MGJceDk4Qlx4YzVceDgxXHhjNFx4MTJceDFjXHhjNThXXHg5NmNUZVxySFx4MDRceGU4XHgwMlx4OTVceDhmXlZXXHhiMVx4YmJceGMxXHhjMlx4ZWYn,Operator,10+ years,MORTGAGE,110000.0,160000.0,Verified,707xx,LA,26126.0,313515.0,238954,Current,29200.0,LA,29200.0, 60 months,0.1505,12,17 July 2017,False,Joint App,debt_consolidation,Debt consolidation
YidceGVlXHg4ZVx4YjEzXHhiM1x4MTFyc1x4YWM6XHgxYlx4ZGMqXHhiNVx4YmFceDFiLV1ceGNjO1x4OTFceGJiJDZceDA3XHgxNFx4ODRceGUyXG5ceGM0XHhkY1x4YjIn,Registered Nurse ,2 years,RENT,89000.0,,Not Verified,103xx,NY,5040.0,50402.0,189193,Current,20000.0,NY,20000.0, 36 months,0.0721,5,18 September 2018,False,Individual,credit_card,Credit card refinancing
YidfRWFceGE4XHhjM0BceDk2XHg4OVx4ZmVceDhhXHgwMlx4OWEpXHhjNlx4ZDUwXHgxYlx4YmRValx4YjhceGJmXHhmMV9ceDhhUjJceDg0IjsvXHhjYic=,Train Operator,10+ years,RENT,70374.0,,Verified,919xx,CA,1837.0,38580.0,123526,Current,12000.0,CA,12000.0, 36 months,0.1699,19,16 July 2016,False,INDIVIDUAL,credit_card,Credit card refinancing
YidceDhlQlx4MThceDlmXHgxODlAXHg4Y1x4YTRceGMzXHgwY1x4MDM+XHhhMVx4MDU3XHgwYlFceGE0XHhhMkhceGYxT2xceDE4XHhkNFx4YmVceDFmXHhkNyFceGI1XHhlYSc=,Director of Food Service,< 1 year,RENT,85000.0,,Source Verified,968xx,HI,2511.0,25106.0,260404,Current,35000.0,HI,35000.0, 60 months,0.1719,13,19 May 2019,False,Individual,debt_consolidation,Debt consolidation
YidceDg1XHg4Y1x4ZTNceDk3XHg5NVx4YjlceGRiXHhlNVpbXHRceGViIVx4YjlceDkwPlx4MGVceDAyWkNceDhiXHg4MGNceGE4XHhhNTMuXHhmNypceGUyXHhlOWMn,president,< 1 year,OWN,50000.0,,Source Verified,604xx,IL,1898.0,20880.0,95318,Fully Paid,10000.0,IL,10000.0, 36 months,0.1399,11,15 June 2015,False,Individual,credit_card,Credit card refinancing
YidceDhjUVx4MDV7OUpZXHhiZVx4YzZaXHhhOWFceGQzXHg5OSlnXHg4Ynw3XHhmMSRceGM5XHgxMFx4MDRceGY4XHg4MVx4ZjZceDBmNzhceDhkNCc=,Medical Assistant ,7 years,RENT,40000.0,,Not Verified,925xx,CA,747.0,15697.0,142204,Current,14400.0,CA,14400.0, 36 months,0.1033,9,19 September 2019,False,Individual,credit_card,Credit card refinancing
YidceGQ5XHg4Ylx4ZGVceGVmXHhiOVx4MDNceDliMFx4ZGF+XHhmZlx4ZjhQXHhlN1RceGEzXHg4YVx4ZjZceGNlS3xceDA2dlhceDg3XHhiNVx4ZDJceGY4XHhjNFx4ODl6XHhjMyc=,Financial Management Analyst ,1 year,RENT,80000.0,,Source Verified,782xx,TX,17133.0,119929.0,73725,Current,8800.0,TX,8800.0, 36 months,0.1171,6,19 August 2019,False,Individual,debt_consolidation,Debt consolidation
YidVXHhhMF1ceDE3U1x4YjZceGE3XHhhYWdceGNmWlx4MDRceGMwXHhhMFx4MWNceGIwXHgxYVx4ODNceGJmalx4YWNceGE4XHhiZlx4ZDV+LFx4MWVceGM4SXRceGUyLyc=,Software Engineer,1 year,RENT,72100.0,,Verified,482xx,MI,1955.0,19547.0,12163,Fully Paid,3000.0,MI,3000.0, 36 months,0.2118,23,14 February 2014,False,INDIVIDUAL,other,Other
Yid2QSFSXHg4NVx4ODchXHg5M1x4ODhceGUyN1x4MGZsXHhmYVx4OTFceGZkXHhmOFx4MDhceDhhSFx4ZmFceGJhVFx4ZjNkXHhmMVVceGIxXHhiY1x4ZTJceGU1ICc=,Engineer,3 years,OWN,78000.0,,Verified,120xx,NY,4522.0,49743.0,133756,Fully Paid,13000.0,NY,13000.0, 36 months,0.1499,11,14 October 2014,False,INDIVIDUAL,home_improvement,Home improvement
YiduXHgwMlx4ZjcjXHhhMVx4MTdceDgwSyEuZVx4ZGJceGM0XHhhNlxyXHhjMFx4OTNceGExIlx4MGZIXHg5Zlx4ZDBjXHg4Nlx4ZDRceDdmdHAiXHgwMFx4MGYn,Office Admin,10+ years,OWN,60000.0,,Not Verified,275xx,NC,5764.0,51884.0,72066,Fully Paid,8500.0,NC,8500.0, 36 months,0.0699,5,15 December 2015,False,Individual,debt_consolidation,Debt consolidation
YictXHgxZlx4MTlceDk3XHgwOFx4OTlceDkxO1x4ZjktXHg4Mlx4ZTBlXHhjZT1lXHhjZC85W1x4MDJceGE1XHhiNEh2XHhlOVx4OWRpXHhiMlx4YmFceDEyXHhiNyc=,,,MORTGAGE,57000.0,,Not Verified,973xx,OR,17653.0,105920.0,1225,In Grace Period,1000.0,OR,1000.0, 36 months,0.3084,33,18 December 2018,False,Individual,house,Home buying
Yid9XHgxNlx4YmVceGRiXHhhNlx4OWRETFx4ZjNceDgwXHgxNFx4YTE+XHg5ZTwyU1x4YzVpcVx4ODdceGUzOVx4YWF0XHg4ZVx4YzghXHgxZVx4ZjlceGNjXHhiMSc=,Bodyshop Manager,10+ years,OWN,65000.0,,Source Verified,246xx,VA,2991.0,23931.0,119222,Current,12000.0,VA,12000.0, 36 months,0.0992,6,18 April 2018,False,Individual,debt_consolidation,Debt consolidation
YidUXHhhYilceDk2XHhlMzExXHg5MVx4ZjdceDg0JVx4ZjNceDkyUVx4ZGZ3XHhhNWtceDEzXHJceGIyXHhhMlx4MWRceDg3XHhmOFx4YzRceGIzXHgxOVNceGUzXHhjZTAn,Paraprofessional,3 years,RENT,32000.0,,Not Verified,809xx,CO,1588.0,12701.0,106929,Current,10600.0,CO,10600.0, 36 months,0.1199,6,17 June 2017,False,Individual,debt_consolidation,Debt consolidation
YidmXHhhMzBceGEyXHgwNlx4YzBceDA0M1x4ZjdceGUwXHhkYSRceGE5W1x4YTBceGI3XHg3ZmZceGRhI1x4ZDJceGY3R0NrM1x4MTVceDE3JVx4OTVceDFlXHhjNic=,Zupan's markets,5 years,RENT,53000.0,,Verified,970xx,OR,1196.0,14348.0,74261,Fully Paid,9000.0,OR,9000.0, 36 months,0.1212,8,13 February 2013,False,INDIVIDUAL,debt_consolidation, Debt loan
YidceGJhMFx4ODdAXHhjYklceGE4XHhlN1VcdFxcXHg5N1x4YThceDBjXHhiZXtYXHhjMWxceGEzSFx4Y2UlXHhkMV5ceGVjXHhkMlx4MGVcXERceDliXHg4Nyc=,Manager ,6 years,RENT,81600.0,,Verified,952xx,CA,2094.0,20942.0,71713,Late (31-120 days),8400.0,CA,8400.0, 36 months,0.1797,19,19 February 2019,False,Individual,debt_consolidation,Debt consolidation
YiJceGE3Y1x4ZTVceGU5XHJceDExXHQnRHRceGMxXHhiYlx4ZmNceDgwXHhlMlx4MTJHXHg5NjZceGJkXHgwNlx4ZGZceGQ1IFx4ZDgjcFx4ZjZqJlx4ZjhceGQ4Ig==,building mantenance worker 3,5 years,MORTGAGE,45000.0,,Source Verified,373xx,TN,2574.0,12868.0,125445,Current,12000.0,TN,12000.0, 60 months,0.1262,13,17 December 2017,False,Individual,credit_card,Credit card refinancing
YidceDlhXHg4Y1x4ZTNiXHhmOVx4ZTRceDg5XHhjYVx4YWFceDA2XHhjYlx4ZTE9XHhlZFx4ZDU5XHhjMFx4Yzg0aVx4OGRceGUwYU1PNFx4MWFceDlkXHhjNlx4ODZqXHhiNyc=,Research Lab Specialist  II,9 years,RENT,80000.0,,Verified,917xx,CA,0.0,0.0,126389,Fully Paid,12000.0,CA,12000.0, 60 months,0.1431,14,15 January 2015,False,Individual,car,Car financing
YidceDE1XHg5My1ceGNjXHhmYVx4ZTdceGFlXHhiN1x4YzlceDg0XHg5YXhceDhlfVx4ZTFceGQ4XHRceGU1XHhmNCo8aVx4MTNceGE4XHhiYVx4YzBceDg4XHhhYlx4MWFceDhjXHhmMlx4OTcn,Senior Counsel,< 1 year,RENT,176000.0,,Source Verified,372xx,TN,14725.0,117801.0,246733,Current,30000.0,TN,30000.0, 60 months,0.2388,25,17 November 2017,False,Individual,medical,Medical expenses
YidhXHhmOFtceGUyXHhkZFx4MTFceGRiXHhhMVx4OTRceDAxcXRceDE3XHgxMFx4YWFceGUzVlx4MDhceGFhXHg4M0JuXHhmOFx4YTJceDhhfFx4YzFSXHhjMFx4OGVceDgxXHhjMSc=,,,OWN,50532.0,,Verified,921xx,CA,3267.0,19607.0,189749,Current,20000.0,CA,20000.0, 36 months,0.0789,3,16 March 2016,False,INDIVIDUAL,credit_card,Credit card refinancing
YidceGFjXHhlZUFceGY3XHgxNlx4ZTZceGMyXHgwMVx4OThceDE4K1x4MTlceGJmXHhmZVx0XHg4Mj5ceGU0XHgxNWxvXHhhZFx4ODNceDE4XHhhOU5eXHgwOFx4OWVceGQzclx4OTMn,Law Enforcement,4 years,MORTGAGE,70000.0,,Source Verified,610xx,IL,15353.0,230297.0,246110,Current,30000.0,IL,30000.0, 60 months,0.1845,19,18 March 2018,False,Individual,credit_card,Credit card refinancing
Yic3XHhkYz5ceDhiRVx4ODJceGYxaCQ8XHhmOFx4OWVceDdmIzZceDAwXHhkOHRceGRlXHhlNVx4YjFceDBma2p5XHg4OVx4YTNceDgyTlx4MTJceGI1XHhjYyc=,Supervisor ,1 year,MORTGAGE,85000.0,,Source Verified,920xx,CA,54373.0,434981.0,56538,Current,7200.0,CA,7200.0, 36 months,,2,19 July 2019,False,Individual,car,Car financing
YidsYFx4YmFceDEzXHhjM1x4YzRceDlkZlx4ZTVkVFx4YjFceGMxXHgxM1x4MDFXXHhhNnlwa1x4Y2NceGJkXHhlYlx4MDBceDgzbiRceDAzXHhlZFx4YzZ2XHg5OCc=,,< 1 year,OWN,115000.0,,Not Verified,386xx,MS,6217.0,68387.0,204433,Current,21000.0,MS,21000.0, 36 months,0.0756,2,19 November 2019,False,Individual,credit_card,Credit card refinancing
YidZMlx4ZjVceDE1XHhjOFx4MGJceGE4XHhmOSlceGM2XHgwN0NceGFkKFx4YWZceDgxXHhmMlx4ZmVcbm8xXHgxNFx4YmM5XHhhMlx4YTRzXHg5YVx4MDJFXHhjMFx4ZTUn,cust service advacate,10+ years,MORTGAGE,75000.0,,Not Verified,336xx,FL,10199.0,112192.0,219087,Current,24000.0,FL,24000.0, 60 months,0.1449,15,16 July 2016,False,INDIVIDUAL,home_improvement,Home improvement
YiJceGM5XHg5OFx4MGVLaSdLXHhiYTJceDk3Xlx4YjBPLlx4ZmVjUlx4OTRwXHhjMDNNXHhmZXxceDliXHg5Nlx4MDBceGI3XHhiYSNceDEzXHhmOCI=,charged nurse,8 years,MORTGAGE,50000.0,,Not Verified,936xx,CA,38411.0,268878.0,80793,Current,9725.0,CA,9725.0, 36 months,0.124,8,19 October 2019,False,Individual,medical,Medical expenses
YidceGM5aFx4YzFceGVmXHhhY0NuKFx4YTNceDE1YXVZYFx4ZDVceGRhXHhmZlx4ZTBceGMyS1x4YzhceGUxXHg4OFx4MDVbXHhjYlx4ZmNceGZiXHgxOFx4ZmVceDFmXHhlZSc=,laborer,5 years,MORTGAGE,30000.0,,Verified,430xx,OH,21623.0,86493.0,80824,Current,9725.0,OH,9725.0, 60 months,0.0999,10,13 October 2013,False,INDIVIDUAL,debt_consolidation,pay off  bills
YidceGQ3QFx4Y2R4XHhhMU1ceDhkXHg5N15yXHhkZlx4ZDBceGZlXHhmMEtceDhlXHg5OFx4YzVceGE3Mk9ceGYzXHg4MFx4MTdzLVx4ODZceGZiclx4MGMqXHhhMSc=,owner,3 years,RENT,185000.0,,Source Verified,809xx,CO,4268.0,55483.0,234199,Charged Off,27600.0,CO,27600.0, 36 months,0.1757,18,15 June 2015,False,Individual,small_business,Business
YidceDBlXHhmZVx4MWFceGRjZFx4ZjNvW0pceDhhXHgwNFx4YzByXHhlMFx4MTglXHhiOVx4OTRceGMyXHg4MVx4YTZceGJiXHhiYlx4YTJceDhjXHg4N1x4YzZceDFkPEBceDg1XHg5Zic=,Hasco Graphics,3 years,MORTGAGE,108000.0,,Verified,064xx,CT,60426.0,483406.0,261104,Current,35000.0,CT,35000.0, 60 months,0.1952,20,13 September 2013,False,INDIVIDUAL,debt_consolidation,Debt consolidation
YiJdXHhkMlx4YTJceGFkXHgxYlx4ZmUtXHhiZlx4YTdceDE4XHgxZUVceDhjXG5ceGM0J1x4MTFceGRiXHhiNWZceDAxQ1x4ZmNceDE3XVx4ZGF4XHhhN1x4MWRyclx4OTki,Residential Counselor ,5 years,RENT,35000.0,,Verified,917xx,CA,3429.0,13716.0,99418,Current,10000.0,CA,10000.0, 36 months,0.263,25,17 June 2017,False,Individual,debt_consolidation,Debt consolidation
YidceGU0XHhlNlpWMFx4Y2RpKVx4ODVceGZjXHhiMFx4MTJceGE2XHgwMlx4ZWFceGFlXHhlOFEwQlx4OTBML3RceGM4XHg4MExceDBiOE8paic=,Assembler,10+ years,MORTGAGE,35000.0,,Source Verified,287xx,NC,964.0,6747.0,101042,Current,10000.0,NC,10000.0, 60 months,0.1333,12,15 July 2015,False,Individual,debt_consolidation,Debt consolidation
YidceGM5XHgxOVx4MTlceGNkXHhjOFx4MWZvZClceDBjXHgxY2szJFx4ODhNXHhjMzBceGJiNlBceGJjXHgxZCtceDlkXHhmYVx4YWNceGRkIFx4YWJceDA2XHhkMic=,,,RENT,36000.0,,Source Verified,853xx,AZ,4671.0,18684.0,36579,Current,5500.0,AZ,5500.0, 36 months,0.0993,6,17 October 2017,False,Individual,debt_consolidation,Debt consolidation
YidceDEzXHhiNVx4YTd3XHhlYiN8XHhkZFx4MTNATVx4YWZ4TFx4OWJceGIzXHhiNnlccj1ceGQ0XHgwMUA2NVx4YjVcXFx4MDBceGViXHhiM1xcXHg4NSc=,General managers ,5 years,MORTGAGE,47000.0,,Source Verified,551xx,MN,21008.0,168062.0,113638,Current,11500.0,MN,11500.0, 36 months,0.0702,5,19 August 2019,False,Individual,debt_consolidation,Debt consolidation
YidceGQ1XHhkMjxceGEzXHhkMVx4YjZ0XHhiY017XHhlZFx4ZmVGXHg5ZVx4ODZHXHgwMS8lXHhjMkZceDg1XHhjMlg7XHhhOVx4ZmVceGY0XHgwNFx4ZmR8XHhjMyc=,Broadcast Engineer,10+ years,MORTGAGE,65000.0,,Not Verified,890xx,NV,12612.0,138734.0,115449,Current,12000.0,NV,12000.0, 36 months,0.0608,1,18 January 2018,False,Individual,debt_consolidation,Debt consolidation
YidceDEyXHhiOFx4MDBGYWhceGM3XHgxNH5ceGQzfVx4ZjNceDE5Ulx4ZGNceGQzXHhjN1x4ZDFceGUxXHhhNnBceDBiPV1DXHhjOFx4OTZceDFkXHhjMFx4OGVJXHhhNCc=,DMV  specialist ,10+ years,MORTGAGE,60000.0,,Source Verified,853xx,AZ,11816.0,153614.0,242234,Fully Paid,30000.0,AZ,30000.0, 36 months,0.1399,12,16 July 2016,False,INDIVIDUAL,debt_consolidation,Debt consolidation
YidceDgwXHg4ZVx4MDhceGJlPVx4OWNceGI1XHhkNlx4MTBceDg3XHhmOWxceDE4XHgxNFx4OGZceDdmR1x4MTlsXHhhM1x4OGR4KjNceGYxPlx4MDJceGM1XHg4Zlx4ZjBceGM0XHhmMSc=,Bus Maintainer,2 years,RENT,60000.0,,Not Verified,114xx,NY,2520.0,37796.0,82182,Current,10000.0,NY,10000.0, 36 months,,7,19 January 2019,False,Individual,debt_consolidation,Debt consolidation
YidceGMzXHgxYVx4ZmZceDFmXHhlMlx4YTYkXHhhMlx4YWVceGEyXHg5NVx4ZThceGUwa1x4YzVPXHhkNXdceDg0b1x4ZmJceDFkbHNceGMwXHhjNFx4ZDRzaVx4ZTdceDE2ayc=,Communication Specialist,< 1 year,MORTGAGE,80000.0,,Verified,981xx,WA,24588.0,270465.0,255999,Current,35000.0,WA,35000.0, 36 months,0.1349,14,16 October 2016,False,INDIVIDUAL,debt_consolidation,Debt consolidation
YidSOlx4YjBRXVx4ZTV2XHhlOFx4ODlceGQ4XHg4NmQsdlx4ZDVxZlx4ZjZ+YFx4ODklXHhkZlx4YzNceDAyXHhhMmNiXHgxOVx4MDBceGFhPSc=,Supervisor,9 years,MORTGAGE,81120.0,,Source Verified,933xx,CA,13660.0,163916.0,257636,Current,35000.0,CA,35000.0, 36 months,0.1999,20,16 September 2016,False,INDIVIDUAL,debt_consolidation,Debt consolidation
YidceGQ3XHhmMVx4YTdydlJceGE1X1x4YTZceDk1XHhiNlx4OTZcXFx4Y2FceGFkX3JceGRhXHhiOVx4OGQuXHhmM1lceDExblx4YTRceGVhXHgwMnRceGQwP1x4OWIn,ASSISTANT MANAGER,10+ years,RENT,42000.0,,Source Verified,104xx,NY,3210.0,28893.0,80348,Fully Paid,9600.0,NY,9600.0, 36 months,0.1561,16,15 August 2015,False,Individual,other,Other
YidceGQwXHhkOFx4ZjNceDFmXHhjNWsiJFx4ZThceGRhbVx4MDMtXHhlNnRceDA3PyQsXHhmYVx4Y2FHXVx4OThceGRiOFx4MDJLXytTXHg5Yyc=,Senior Manager of Fixed Operations,8 years,MORTGAGE,145000.0,,Not Verified,314xx,GA,15047.0,195609.0,244392,Current,30000.0,GA,30000.0, 60 months,0.124,8,19 July 2019,False,Individual,home_improvement,Home improvement
YidceGE5XHg5Zlx4YzhuXHgxZFx4ZGNeXHhhN1x4MGZyRlx4OGRCXHgxZilceDgzY3dceGRiXHJceGE1XHg5MCBceDhhXHhhOFx4OGRceGQwXHg5Nlx4ZTBceGY3XHhjMFx4Yjkn,Manager,8 years,MORTGAGE,47000.0,,Source Verified,216xx,MD,12200.0,195195.0,69632,Current,8000.0,MD,8000.0, 36 months,0.2149,17,16 August 2016,False,INDIVIDUAL,credit_card,Credit card refinancing
YiJrJVx4MDNceDgwXHgxZlx4OTBceGM5VFx4YmMhTHl4L1x4ODhmXHJceGU5XVx4MDBceDk5XHhiMFx4YWRceDA3OVx4ZjFoJ1x4MWFceGZlXHgxNEki,,< 1 year,RENT,40240.0,,Not Verified,770xx,TX,2751.0,27512.0,205743,Current,21000.0,TX,21000.0, 60 months,,8,19 January 2019,False,Individual,debt_consolidation,Debt consolidation
YidceDE2XHgwY1x4ZDlSXHhmMlx4YmFceGIwXHgwMT9ceDE2XHgxNG1ceDE5O1x4YmRceGJhV1x4OGRceGRlXHgxNWJUXHhjOVx4OGQpe1x4YTJ0Vlx4ZmZceGM3XHgxOCc=,Database Supervisor,10+ years,OWN,75000.0,,Verified,891xx,NV,1219.0,20731.0,150444,Fully Paid,15000.0,NV,15000.0, 36 months,0.1122,8,15 December 2015,False,Individual,debt_consolidation,Debt consolidation
YidFXHg5Mlx4OWVceGQyXHhlMFx4ZTZceGU5WS5ceGU5XHhkM1x4ZDdceDhjXHhjOVx4MGZqXHgxMUFceDA4fFx4OTdceGVjOHZceGY3XHg4Mlx4YWRceGVmXHgxMVx4YWYoXHhmNCc=,Private Client Advisor,8 years,RENT,219277.0,,Source Verified,786xx,TX,3974.0,35770.0,265797,Current,40000.0,TX,40000.0, 36 months,0.0756,3,19 May 2019,False,Individual,debt_consolidation,Debt consolidation
YidceGFiXHg5NVx4ZDI2XHg4Y1x4MTFceGUzXHhhMlx4MTZceGU5XHgxY0RceGEwXHgwMkJceDlmXHg4NVZceDAyalx4ZGNceDkwbVx4YzlceDk5XHg5Mlx4ZWFEXHhlNFx4MWZceDkxXHhjOCc=,RN,< 1 year,MORTGAGE,60000.0,,Source Verified,050xx,VT,13379.0,307713.0,77907,Current,9375.0,VT,9375.0, 36 months,0.1774,15,19 October 2019,False,Individual,debt_consolidation,Debt consolidation
