Customer Id,emp_title,annual_inc,addr_state,avg_cur_bal,tot_cur_bal,loan_id,loan_amount,state,funded_amount,int_rate,grade,issue_date,pymnt_plan,purpose,description,annual_inc_joint_original,income_category,emp_length_years,month_number,salary_can_cover,letter_grade,monthly_rate,term_int,installement_per_month,zip_code_header,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,loan_status_Charged Off,loan_status_Current,loan_status_Default,loan_status_Fully Paid,loan_status_In Grace Period,loan_status_Late (16-30 days),loan_status_Late (31-120 days),term_ 36 months,term_ 60 months,type_DIRECT_PAY,type_INDIVIDUAL,type_JOINT,grade_label,state_label,addr_state_label
YidceGVldHRVXHg4NE5ceGMwRlx4ZWFceGY4XHhiMFx4ZThceDhlJFx4ZDVceDBiUFx4YTUpcyRceGYxXHhkZVhceDBmXHhiOFx4ZDhYXHhlNlx4YjZceGQ5Xic=,insurance assistant,10.819798284210286,IN,6.889591308354466,8.967631665167133,65133,8.987321812850125,IN,8.987321812850125,0.1075,10,2016-06-16,False,debt_consolidation,Debt consolidation,,Below Average,5,6,False,B,0.008958333333333334,36,5.568205661972213,460,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,1,14,14
YidceGNjKFx4MDhceDlhemszLFx4ZTVceDExXHhkZFx4ZWZceDg3Jlx4OGMpKVx4ZWRceGZmLVx4MTZceDg5OFx4ZTFceGI1TWRceDFmXHg5MFItayc=,teacher,10.87806606028079,FL,7.790696031174738,10.18806481003443,34607,8.527341522468053,FL,8.527341522468053,0.1399,12,2015-09-15,False,other,Other,,Below Average,10,9,False,C,0.011658333333333333,36,5.1565954020743145,342,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,2,9,9
YidceDE0R1x4OWZceGNic1x4YTZoQ1RceGE4XHhjYVx4MTZ+XHhmNDlkKzleXHhmZlJuX1x4YzJceDFidVx4N2ZuXHg5Ylx4ZGZtXHhlMyc=,head of school/ceo,11.884495917930655,CA,8.923058219545728,11.32083232134744,267690,10.596659732783579,CA,10.596659732783579,0.0881,5,2019-11-19,False,credit_card,Credit card refinancing,12.117246896289503,Above Average,10,11,False,A,0.0073416666666666665,60,6.71859102306581,952,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,0,4,4
Yic0ZyFceGY1XHhkMz9ceGI1XHhhOG91XHhhZFx4ZjJceGVmXHhhMlx4MDdhXHhjYmxceGI3XHhhMzZceGI2XHhlNmpQeFx4OWR2XHhjYllceGMzeic=,product manager,10.950824090522445,GA,9.544953739112396,12.317484315966333,165457,9.680406499268875,GA,9.680406499268875,0.1504,12,2018-05-18,False,debt_consolidation,Debt consolidation,11.532737896139919,Below Average,5,5,False,C,0.012533333333333334,36,6.320694043370984,313,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,2,10,10
Yic9WmlceGRlTVx4YzlceDFjIlx4OWY6XHg5NFx4ZTZceDlhXHhjZFx4YjJceDg3KUxceGJmXHhkZlx4MWVdXHhkYlx4MGJceGViUnJceGMxOyxURyc=,teacher,10.571342565808699,MN,8.808070154764538,10.417388442819046,73776,9.082620630373812,MN,9.082620630373812,0.1431,15,2015-01-15,False,other,Other,,Low,10,1,False,C,0.011925,36,5.714029150353579,566,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,2,22,22
YidpSFx4ZGFceDkzK1x4YmZceDljXHhiY1x4YzJceDA2XHhhN1x4MWVoXHg5YVx4Y2ZceDAwXHhjOFx4ZWRceDkwXHhhMVx4YmNceDk1XHhkMlx4YWFceGY3dkghXHhmYVx4ZDQyXHhkZCc=,owner - daycare provider,10.896757843893464,KS,8.759982494977281,11.650136330025989,59352,8.922791623969637,KS,8.922791623969637,0.1149,6,2017-04-17,False,debt_consolidation,Debt consolidation,11.532737896139919,Below Average,10,4,False,B,0.009575,36,5.514574783864541,660,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,1,15,15
Yic3XHgwMVx4ZTBceDgxXHg4NjdceDlmSFx4OTMyXHg5Zlx4ZWZceGU0XHhkY0QlfVx4YzVceGM5IVx4MDZcclx4MDhceGU0XG5ceGQ4XHhjMlx4YjdceDE5R1x4OTRceDA3Jw==,professor,11.338583982516495,OH,9.515469358031684,11.913264121919855,123652,9.392745258631441,OH,9.392745258631441,0.1774,13,2019-07-19,False,debt_consolidation,Debt consolidation,,Average,10,7,False,C,0.014783333333333334,36,6.071350026643884,452,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,2,34,34
YidaXHg5Ylx4OTQ/Plx4OWYjXHhjNlx4ODJceGY1XHhkMlZceDgyXHg5OUt7XHhmMFx4YWRceDliXHhkN3xceGY3XHhiZVx4Y2Q1fVx4YzhceGIzTVx4ZTBceGQyXHhhOSc=,lead technician,10.915106645867503,PA,8.412054873292933,10.896720806856424,268791,10.596659732783579,PA,10.596659732783579,0.124,6,2019-08-19,False,debt_consolidation,Debt consolidation,,Below Average,10,8,False,B,0.010333333333333333,60,6.801154366887621,169,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,1,37,37
YidceGEyXHg4Mzc2Klx4MDdceGRiXHhiZilceDg1dDJceGJiXHhhYVx4ZmFceGQ2YFx4YzR4Xl9gVSopXHhmNlx4YWRcbiZceGE3XHg5YVx4YjIn,lead installer,11.561725152903833,TX,9.280892027927127,11.765689952517956,28454,8.517393171418904,TX,8.517393171418904,0.1033,8,2019-11-19,False,other,Other,,Above Average,10,11,False,B,0.008608333333333334,36,5.094435307751696,751,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,1,42,42
YidceGQ3d1x4ODJvXHgwOD1ceDAzXHgwZVx4MGNhXHhjYlx4MTJceGUxXHhhY1x4MTdtXHgxMlx4ODVceDAzXHgxY1x4YWJYMklceGM2XHhkNVx4ZmRceDgyXHhlNVx4YWRceDFhXHhmOSc=,cook,10.146472946063877,OR,6.733401891837359,7.831220214604293,44788,8.699681400989514,OR,8.699681400989514,0.1367,11,2015-11-15,False,debt_consolidation,Debt consolidation,,Low,5,11,False,C,0.011391666666666666,36,5.323524115760111,975,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,2,36,36
YicmZlx4YmUqXHhlOFx4MDRKXHhkYStpXHhlMVZceGU3XHg4NGgrPXQgXHhlNFx4ZGVceDg0XHgwYlx4YzJXXHgxMHxceDdmXHhlZnw7XHhkYic=,outpatient counselor,10.545367754151743,NJ,7.950502434808851,9.336444248771908,1580,7.0909098220799835,NJ,7.0909098220799835,0.1559,13,2016-07-16,False,other,Other,,Low,8,7,False,C,0.012991666666666667,36,3.7599421344140316,72,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,2,30,30
YiJXXHhhY29ZXHhhMFx4ODlceDg2XHhkZVx4MWRceDE0bFx4OGRceGYxI1x4YTFceDFiXHgxOHdTXHhlMHpXXHg4Mlx4YzNVJ1x4MDVcck1ceGVkMywi,division controller,11.373674891823535,OR,10.788865365766808,12.986078483085311,162278,9.680406499268875,OR,9.680406499268875,0.0532,2,2016-12-16,False,credit_card,Credit card refinancing,,Average,2,12,False,A,0.004433333333333333,36,6.179678088272448,970,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0,36,36
YidceGQyM1x4YTFceDFhXHhhOEdceDA0RCNceGZlXHgxMlx4OWZceDk4XHhmY1x4OWNceDFjXHg5Zlx4ZjhpJlx4Y2VceDhiO1x4YmRceGY0XHhmMVx4OThceDFkXHhmMCpceGUzXHhiZic=,stock crew manager,11.002116507732017,ME,7.783224016336037,10.491024186183038,65019,8.987321812850125,ME,8.987321812850125,0.1049,9,2017-03-17,False,home_improvement,Home improvement,,Below Average,10,3,False,B,0.008741666666666667,36,5.564450777424599,43,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,1,20,20
YidceGYwXiRceDdmVlx4YWZceDE1XHhhZHpgXHhiZVx4ZDFKflBceGE0WGZeXHhlNFx4ZTBceDljXHhiN1x4ODdceGU5RVx4MGZYXHg5ZFx4ZTlceGNkXHhiNic=,project/program specialist,11.07443600653965,AR,9.885679933886163,11.965121475565999,165301,9.680406499268875,AR,9.680406499268875,0.1446,12,2016-05-16,False,credit_card,Credit card refinancing,,Below Average,10,5,False,C,0.01205,36,6.312503230461605,727,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,2,2,2
Yic9XHg5ZVx4ZmNCXHg5NnhceGRhXHhjMlx4ZTdceGI4XHhhOCFceDhmeVx4N2ZceGI2TFx4Y2NceDg1XHhiMVx4ZDlceDlmXHhjZGhceGJlXHgwNVx4ZTZRTVx4OGJOUSc=,teacher,10.55843949396453,VA,7.575584651557793,9.184817414745098,61494,8.987321812850125,VA,8.987321812850125,0.1259,11,2015-11-15,False,other,Other,,Low,10,11,False,C,0.010491666666666668,36,5.59461649918099,238,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,2,44,44
YidGaWRceDljXHg4N1x4YmNUXHhhNCtceDlmKVslX1x4YThceDFhdE59XHhjNn1aXHhiZEVceDg0XHhlMmZceGI0XHg4ZVx4OThceDE3XHhmOSc=,doorman,10.799595985047786,NY,7.953318346560431,9.562545340443464,128381,9.392745258631441,NY,9.392745258631441,0.1824,19,2017-09-17,False,credit_card,Credit card refinancing,,Below Average,10,9,False,D,0.0152,60,5.7277919578289564,104,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,3,33,33
YidESlx4Y2VceGQxPnZLXHg4MXJceGYzXHhiNVx4OWVqP1x4OGNceDBmJVx4ZDczNjFceGZiWjpceGY5JVx4YzRceGI1XHhmOStceGUzWSc=,manager,11.156264806643742,FL,9.72232532346202,12.555454056201421,150479,9.61587214452889,FL,9.61587214452889,0.1131,9,2019-01-19,False,credit_card,Credit card refinancing,,Below Average,10,1,False,B,0.009425000000000001,36,6.203113799737208,342,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,1,9,9
YidceGM1XHg4Yl12XHg4NFx4MWVJdlx4MTJFXHhhNlx4ZTNceGU1XHhiZVx4ZWNceDgyXHg5OSBceGViTVx4ZmVCXHhlNCtceDFhXHhkM1x4OWNceGVkT1x4ZjJceDlhXHg5Yyc=,registered nurse,11.338583982516495,MD,11.031788084906063,12.977682054695105,249030,10.373522431293592,MD,10.373522431293592,0.1072,10,2019-02-19,False,debt_consolidation,Debt consolidation,11.976665770490767,Average,10,2,False,B,0.008933333333333333,36,6.951198714836237,210,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1,19,19
YidceDk5KFx4OWVceGNjXHg4M1x4MDVceDk1XHhlNlx4ZWJceGNkaFx0alx4MTVceDEwXHg5MFx4YWFceGViYlx4ZmYpa1x4MDVceDg4XHgwMWFceDEzXHg5Nlt3XHgxYVx4YTAn,teacher,9.852246888342531,TN,9.42197798310419,11.367807203093786,72704,9.04793908261736,TN,9.04793908261736,0.1308,8,2019-07-19,False,debt_consolidation,Debt consolidation,,Low,10,7,False,B,0.0109,36,5.662009445348468,383,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,1,41,41
YidceDE1XHhjNVx4OWZceGZiXHhmY1x4ZTZceDk5IlxuUVx4YTlceDlhXHhhOFx4YzVceGNmXHhkMFx4YTNceGE0fFx4MDJcdCg2XHhiZl9ceGY2Llx4MWY6SDs8Jw==,lead technician,11.002116507732017,CA,7.221105098182496,10.35589985775146,97116,9.210440366976517,CA,9.210440366976517,0.1602,15,2018-01-18,False,debt_consolidation,Debt consolidation,,Below Average,2,1,False,C,0.01335,36,5.865530163377269,958,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,2,4,4
YidcJ1x4ODRceGQzNHIiRDdkXHg5Ylx4YmVceGNiXHhkY1x4MWNceGZlXHhiYlx4MTcpXHhiMzVlXHg4OVx4OThSYHdceGE2fVx4MGZceGExJFx4YzUn,teacher,9.90353755128617,WA,7.049254841255837,8.434680769841773,26155,8.517393171418904,WA,8.517393171418904,0.0724,4,2017-03-17,False,credit_card,Credit card refinancing,,Low,10,3,False,A,0.006033333333333334,36,5.049437552990184,988,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0,46,46
YidceGE2XHgwNlx4ODFceGE2XHhjOUZceGRiXHhlN1x4YjhceDEwXHg5ZVRceGVhNVx4ZjBYXHhlOFx4OGFXSFx4YTFceDllXHhjNVx4OTJceGUzR1x4OGVceGY0Nlx4OGZ0XHhkZCc=,travel nurse,11.652696102959753,CA,8.123854263105914,10.203073491990732,72727,9.04793908261736,CA,9.04793908261736,0.1349,14,2017-03-17,False,moving,Moving and relocation,,Above Average,3,3,False,C,0.011241666666666665,36,5.667840329850181,900,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,2,4,4
YidcciRceDkxXHg3ZlpceDBmRTFuKVx4Y2RceDFjXHQ0XHgxOVx4ZDdceGVlRVZceGRhXHgxOCJceGQ2XHgwMFx4OWY8XHgwNFx4YTNceDkyXHgxN1x4ZTdceDBlJw==,data room,10.819798284210286,NY,7.853604813097837,9.462576597493666,13919,8.160803920954665,NY,8.160803920954665,0.0797,1,2017-06-17,False,medical,Medical expenses,,Below Average,10,6,False,A,0.006641666666666666,36,4.706180877866197,124,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,0,33,33
YidyXHg4ZWtceGNlXHhkY1x4YmJceDkwKlx4ZjV4Ilx4YzRceGI4XHg4YVx4MDFcclx4ZjVceDA4XHhlY1x4YjdceGNhXHhiM1x4ZmQ1XHhjYWVceDg2XHhiMlx4YWNzXHg4Zlx4YjMn,sales,11.437134538982278,MS,9.864538802397552,11.943921858274802,150728,9.61587214452889,MS,9.61587214452889,0.1149,7,2016-06-16,False,home_improvement,Home improvement,,Average,10,6,False,B,0.009575,36,6.205706114167086,388,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,1,24,24
YidceDAwXHhmMl1ceDk1XHg5OVx4MTQ1XHgxYVx4ODBtZDlSfjY4eVx4ZmRceDg2TFx4ODBJaVx4ZjkubTFceDlkdlx4YjY8XHgxZic=,teacher,10.727684925086583,CA,7.649216319820633,9.845964366292462,183405,9.852246888342531,CA,9.852246888342531,0.1824,19,2017-12-17,False,credit_card,Credit card refinancing,,Below Average,10,12,False,D,0.0152,36,6.536959966653895,928,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,3,4,4
YiduLVx4YjNceDgzXHg5NFx4YmJ3aFx4ZWNceGMwXHhjM1x4YzhUXHhmOFx4ODBHXHhkNFx4ZjZqXHhiMFx4YmJoUjUtX1x4ODJCeDJceGUxXHhhMyc=,jr hvac tech,10.714439990727769,NY,7.804659297056102,9.413689295962213,27051,8.517393171418904,NY,8.517393171418904,0.0819,3,2019-01-19,False,debt_consolidation,Debt consolidation,,Low,3,1,False,A,0.006825,36,5.06335708993451,116,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0,33,33
YidceDllelx4YjlceDEzXHgwMFx4YTFceGE4XHhlOFx4Y2NceDg0XHhlNVx4MTVceDA3XHhmZFx4YWRceDhlXHhiMVx4YzRceDg2XHgwY2BceGNmXHg4Ylx4ZTJ3Zlx4ZDJEXHgwMnpceGMyQyc=,manager,11.736077016252437,NY,10.094025264101424,12.927216729590976,237118,10.239995502805316,NY,10.239995502805316,0.1806,17,2015-08-15,False,debt_consolidation,Debt consolidation,,Above Average,10,8,False,D,0.015050000000000001,60,6.569383520417935,105,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,3,33,33
YidfXHhkMmI5XHhiOGtceGQwXHhiNkBceGMyXHg4Nlx4OTVceDg4XHg5Nlx4ZWVceGJlXHhlNiAzXHhjOFx4YmRceDhmQ1x4OGJceGNlXHhiNlx4ZmZceDE3XHhmYlx4MDVceGM5Qyc=,laboratory technique,10.545367754151743,NJ,6.80903930604298,9.803446198355902,88800,9.210440366976517,NJ,9.210440366976517,0.0992,10,2018-03-18,False,credit_card,Credit card refinancing,,Low,9,3,False,B,0.008266666666666667,36,5.778569570974977,70,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,1,30,30
YidceGRjXHgwNXVceGMyXHg5Ylx4ZDcrXHhjZFx4YzZceDk4P0pceGI5XHg4Nlx4MTZceGE3XHhkMVx4MDBceDFjXHgxYVx4ZjNceGI3XHhjZFx4ODRceGJlXHhlZFx4YjVlalx4ZWJceDBlXHhkZCc=,teacher,10.985309671896763,SD,10.951297654273851,13.1485066446034,56043,8.867990898182093,SD,8.867990898182093,0.1894,18,2018-07-18,False,debt_consolidation,Debt consolidation,,Below Average,8,7,False,D,0.015783333333333333,36,5.564682877771738,571,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,3,40,40
YiJceDExXHgxNlx4ODJxM1x4ODJceGNiXHhhM1x4ZjRpcnpceGJlXHhiYlx4ZmZceDEwRlx4Y2ZceDE3KX5ceDk2XHg4Y1x4OGFceGFhXHgxNlx4YzQnXHhmMlx4ZTdceDAzXHhhMSI=,assistant branch manager,10.404293143019792,IN,7.706612913964197,9.497997444115459,18836,8.294299608857235,IN,8.294299608857235,0.1299,14,2016-03-16,False,debt_consolidation,Debt consolidation,,Low,2,3,False,C,0.010825,36,4.910863151585515,477,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,2,14,14
YicqXHhiYl5ceGYxSVx4MGVceDg1N2RceDFiXHhjNENWXHhhYWtceGQ3Tlx4MDh4Q0xceGQzeWd1QCNceGRhXHg4MGdceGEwQic=,master control,10.707751151716078,FL,9.344521553442203,11.541648966989346,225282,10.12667110305036,FL,10.12667110305036,0.1557,12,2019-05-19,False,debt_consolidation,Debt consolidation,11.046132675457146,Low,10,5,False,C,0.012975,36,6.773798372393967,321,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,2,9,9
YicoXHhiZlx4Y2QxXHhiOVx4YTd1XHgxNG4/XHgxYlx4YmVCQ15ceGY4XHgwOFx4MDJceGNmK1x4ZWRceGZjXHhlY1x4MWYwL1x4MThceGIyXHhmZjkgXHgwMic=,sale,10.839600519357369,CA,7.780303087908373,10.418972305682843,190582,9.90353755128617,CA,9.90353755128617,0.1099,10,2015-01-15,False,debt_consolidation,Debt consolidation,,Below Average,10,1,False,B,0.009158333333333333,36,6.485672306408006,917,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,1,4,4
YidMJVx4OWNceGI1I3Ncclx4Y2JceDAzXHhhNlx4OTdceDk5XHgxZXxceGNiV1x4OWVceGRjXHhlOXZceDdmXHhhY1x4OTRPPiFceGY3XHhkYzNceGEyXHhkZFx4ZWIn,account manager,11.736077016252437,CA,8.314832179284556,10.394090060613085,95299,9.210440366976517,CA,9.210440366976517,0.1399,11,2015-07-15,False,debt_consolidation,Debt consolidation,,Above Average,7,7,False,C,0.011658333333333333,36,5.836936343370457,926,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,2,4,4
YidceGFifVx4ZmVceGZkXHg4Zlx4OGJceDE0XHgwNlx4MDBceGY5XHhiYVx4ZjdceGIwXHhjYlx4YzhceGZkXHhiYVx4OTBceGRlXHg5OCFceDE1XHhhMVx4OGZJWVx4YTlYXHgxMFx4Y2JceDAzXHhhYyc=,director,12.055255569732177,AR,10.331040257108297,12.633609047393648,258272,10.463131911491967,AR,10.463131911491967,0.1064,7,2015-12-15,False,credit_card,Credit card refinancing,,Above Average,10,12,False,B,0.008866666666666667,60,6.627665859131677,727,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,1,2,2
Yic/XHgwOFx4YjhceDg5SjFBXHgwZVx4YzJwXHhiYnlaXHg5YzEgXHhiNE9ceGIzXHhjYlRiXHgxYnd+XHhjMlx4ZTdceDA4XHgxN1x4ZDh7Xyc=,coordinator,10.308985993422082,PA,9.711358054751088,11.657259547858683,50331,8.77971129020447,PA,8.77971129020447,0.1899,19,2017-01-17,False,debt_consolidation,Debt consolidation,,Low,4,1,False,D,0.015825000000000002,36,5.47743073107114,191,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,3,37,37
YidceGEwK1x4ZDhceGY3XHhmNVxyXHhlY1x4ZjFnL1x4ZGJceDAzXHhmMFx4YjhceGZjXHhlMFx4ZTBceGM4SVx4MTdIOF5ceGNlXHhjOFNceDhhXHg5Zlx4ZGJlXHhjY00n,sr manager,11.918397239722838,AR,10.483773938311225,12.680976747819983,201206,9.90353755128617,AR,9.90353755128617,0.1942,20,2018-04-18,False,home_improvement,Home improvement,,Above Average,10,4,False,D,0.016183333333333334,60,6.262338589077768,727,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,3,2,2
YidceDBiXHg5OUFHI1x4ZTYiKFVceDA1Wlx4Zjk6bStceGRkdnhceDEwXHg5Zlx4Y2ZceDE1RD9ceGFkXHhmM09ceGQzXHhlNnB2XHg5OSc=,operator,10.477316144080852,SD,9.986955157777391,11.778653297065684,170074,9.7005142080113,SD,9.7005142080113,0.1599,15,2017-03-17,False,debt_consolidation,Debt consolidation,,Low,6,3,False,C,0.013324999999999998,36,6.354123002792167,574,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,2,40,40
YidceGNjXHhlZlx4YjVceDFkXHg4OVx4Y2ZzXHhmZWlceDAwXHg5NUxTPVx4OWJgXHJceDg4XHg5Y1x4ZTVceDhmTFJLblx4YjlceGQ1XHhjMlx4MDVceDk4XHhmYlx4YTQn,gme coordinator,11.695255355062795,FL,9.531118671917154,12.666543481741693,167038,9.680406499268875,FL,9.680406499268875,0.124,9,2019-07-19,False,credit_card,Credit card refinancing,,Above Average,4,7,False,B,0.010333333333333333,60,5.886530979498525,336,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1,9,9
YidAOlx4OWZceGY1Rlx4ZWVlXHhmNVx4YjRpXHhhY2wmXHhjYi8sXHhmNklceGNjXHgwNnJceGM4XHg4Mlx4OTYqMFJceGI3XHgxY1x4ZTQ/eSc=,senior computer tech,10.434145214930487,MI,7.902487437162855,10.099383229357201,42536,8.699681400989514,MI,8.699681400989514,0.1099,8,2015-04-15,False,debt_consolidation,Debt consolidation,,Low,10,4,False,B,0.009158333333333333,36,5.285251833557033,482,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,1,21,21
YidceGZmQmtceGRmdWlxXHJ2XHhkZlx4OTRceGU4XHhkY1x4ZjlqXHgwYlx4ZjZceGNjXHg5Y1x4MDBceDE5XHhhOFx4ZTFyXHhmN1VceGNmXHgwMFx4YzZceGIyM1x4ZmYn,delivery driver,10.778977123006351,TX,7.71333788887187,9.792444253742804,107343,9.271059107010888,TX,9.271059107010888,0.1612,12,2019-10-19,False,debt_consolidation,Debt consolidation,,Below Average,4,10,False,C,0.013433333333333334,36,5.927387923287988,750,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,2,42,42
YidceGU2XHhkYyUgXHgxYVx4ZTVceDFiXHg4OXVcclx4ODZceGVkXHhjZFx4YjZceGEyYFx4OGVceDFhelx4YmRceDgyTVx4ODJceGI1XHhhY1RceGJkQFx4YzVceDhjXHhlZFx4YTQn,teacher,6.100318952020064,IN,9.073947747070628,11.964211253326196,267223,10.596659732783579,IN,10.596659732783579,0.2437,24,2019-02-19,False,debt_consolidation,Debt consolidation,11.487053657402658,Low,10,2,False,E,0.020308333333333334,36,7.3639739813724825,473,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,4,14,14
YidceGUwXHhjZEpceGFkXHhhM1x4ZjBceGE5XHg4ZixZXHhhNlx4YTk7XHhmYVx4YzZqXHhmYyhceDBlXHgwMlx4YWNbXHgxNkhceDgzPlx4OTMvc1x4YWJKXHhiMyc=,supervisor/ sales/trainer,11.082157933374816,NJ,5.71042701737487,8.011355109161286,217596,10.085850775128717,NJ,10.085850775128717,0.0944,10,2018-02-18,False,other,Other,,Below Average,7,2,False,B,0.007866666666666666,60,6.223253114498215,70,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1,30,30
YicyLFx4MThceDBiIFx4YTFceGE0dVx4ZTJceGMwXHhlNW9ceGE4XHhkYlx4YTZceGEzXHhjMkVceGZmXHhhNyhceDg3VEZceDFhWVx4MDhceDljUClceGI2XHg5Yyc=,registered nurse,11.626263078808801,KS,9.151545325465678,12.242529928540511,247604,10.34177474101152,KS,10.34177474101152,0.0646,4,2019-01-19,False,credit_card,Credit card refinancing,,Above Average,0,1,False,A,0.005383333333333334,36,6.8570458067952265,667,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,0,15,15
YicsOVx4OGFceGY5XHgxZVx4ZGE5cFx4ZTlceGFmXHhkNzZceDk5dlx4YTNceDlhXHgwY2hceDhlS0pceGQyXHhmM1x4YjhceGVkXHhjZTJceGJmclx4ZTJ1XHhiOSc=,parts sales,11.350418300109132,GA,9.276128112514186,12.710033762387146,154617,9.61587214452889,GA,9.61587214452889,0.0819,5,2019-07-19,False,credit_card,Credit card refinancing,,Average,9,7,False,A,0.006825,60,5.725255961565124,301,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0,10,10
YidceDk3XHhiN1x4MWVceGRmXHhjZFx4YTBceDk2XHhhNlx4MTUmXHgxYlx4YTFceDFlXHhjM1x4ZGVceDhkXHhlMlx4YTl6XHg5ZVx4YjBceGQ3XHg4Ylx4ODVceDhhIFx4MDFBXHhmZFx4ZGRceGIwXHhiMCc=,manager,12.037659911047468,CA,8.321421586897879,10.112856670428497,39190,8.699681400989514,CA,8.699681400989514,0.0532,1,2017-07-17,False,vacation,Vacation,,Above Average,10,7,False,A,0.004433333333333333,36,5.202294715485027,917,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0,4,4
YidceGE2XHhlNyxceDdmXHhhMFx4YTFceDljIVx4ZTleXHhiNXhceGFiXHhmMVx4MTRPXHhhNCBceDA1bVx4ODVLSVx4ZDZceGYxXHhhY2pceGFjIWZceGUxdic=,reminiscence coordinator,10.915106645867503,VA,8.991811158212718,11.071128267614661,184522,9.860110212566559,VA,9.860110212566559,0.1465,11,2015-08-15,False,debt_consolidation,Debt consolidation,,Below Average,6,8,False,C,0.012208333333333333,60,6.116038929582937,220,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,2,44,44
YidceDA0OVx4ZTlceGRiW1AvXHhjYjRceGJiXHhjOFVpXHhmY1x4OTdceDEyflx4ZWFceGQycFx4ZWFceDBlXHhiYl1ceGYyXHg5OUlceGE5JVx4YTNceDhiXHhmYSc=,distribution manager,11.127277689932466,NE,9.587406005562649,12.072255497795835,32230,8.517393171418904,NE,8.517393171418904,0.1452,15,2018-05-18,False,home_improvement,Home improvement,,Below Average,3,5,False,C,0.0121,36,5.154179415097684,684,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,2,28,28
